,name,location,rent,deposit,area,type,highlights,description,owner
304,Rohan Abhilasha,"2 BHK Flat for rent in Wagholi, Pune","₹20,300","+ Deposit ₹40,000",900 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in wagholi pune, rohan abhilasha is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 840 sq.Ft. Big 2 bhk apartment now available for rent. Property has 840 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. This property is constructed on 900 sq.Ft. Extra space for others. You also get 1 covered parking inside th...",M/S Sai Homes 1 
305,BU Bhandari Acolade,"2 BHK Flat for rent in Kharadi, Pune","₹34,000",+ Deposit 3 months rent,"1,193 sqft",2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in kharadi in bu bhandari acolade, pune. This flat consists of 2 bathrooms & 1 balcony in 750 sq.Ft. Carpet area. Flat is constructed on 1193 sq.Ft. 1 covered parking available. Placed on 5th of 11 floor in 5-10 years old tower. This property is furnished. Equipped with 8 light, 3 fan, 1 tv, 2 bed, 2 wardrobe, 2 geyser, 1 sofa, 1 washing machine, 1 fr...",FORTUNE REALTY SOLUTIONS
306,Swami Samarth,"1 BHK Flat for rent in Wadgaon Sheri, Pune","₹18,000",+ Deposit 2 months rent,510 sqft,1 BHK ,"['1 Baths', 'Gated Society']","A 1 bhk flat for rent in wadgaon sheri close to all basic civic amenities is available for just 18,000 in swami samarth, pune. Property has 510 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. Flat is constructed on 510 sq.Ft. 1 covered parking available. Placed on 3rd of 7 floor in 1-5 years old tower. This is an unfurnished flat. The flat will be available from thu, 21 mar 2024 for fa...",FORTUNE REALTY SOLUTIONS
307,RAVIRAJ ARIIYANA,"2 BHK Flat for rent in Kharadi, Pune","₹28,000",+ Deposit 2 months rent,750 sqft,2 BHK ,"['2 Baths', 'Gated Society']","Situated in kharadi pune, raviraj ariiyana is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony in 750 sq.Ft. Carpet area. The flat is built on 750 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower w...",FORTUNE REALTY SOLUTIONS
308,Naudeviyon Homes,"2 BHK Flat for rent in Wadgaon Sheri, Pune","₹22,000",+ Deposit 3 months rent,730 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Naudeviyon homes is the most preferred destination for renting flats in wadgaon sheri, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 730 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. The flat is built on 730 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 6 floo...",FORTUNE REALTY SOLUTIONS
309,Paranjape Azure,"2 BHK Flat for rent in Tathawade, Pune","₹25,500",+ Deposit ₹3,"1,550 sqft",2 BHK ,"['2 Baths', 'East Facing']","Paranjape azure is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in tathawade with 1550 sq.Ft., is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 2 balconies in 1550 sq.Ft. Super built-Up area. This property is constructed on 1550 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the pr...",Naik Properties
310,GK Rose Aster,"2 BHK Flat for rent in Punawale, Pune","₹21,000","+ Deposit ₹50,000","1,230 sqft",2 BHK ,"['2 Baths', 'Swimming Pool Available']","Find this 2 bhk apartment for rent in punawale, pune. This 2 bhk apartment in gk rose aster is situated in pune. Additionally, this property is in vicinity to important points of interest and is close to school, close to hospital, close to market and close to railway station. This flat consists of 2 bathrooms & 2 balconies build in 1070 sq.Ft. Super built-Up area. The flat consists of 2 bedroom...",Naik Properties
311,Gera World of Joy,"2 BHK Flat for rent in Kharadi, Pune","₹28,000",+ Deposit 3 months rent,"1,250 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']",Pune's most popular society gera world of joy in kharadi offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 1200 sq.Ft. Super built-Up area. The flat is built on 1250 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 11th in a tower with 14 floors. This is a semi-Furnished flat...,Prop Laksh 
312,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹76,000",+ Deposit 3 months rent,"2,300 sqft",3 BHK ,"['4 Baths', 'Full Power Backup']","Garden facing 3.5bhk brand new apartment for rent in panchshil towers in kharadi. Panchshil towers offering amenities :- 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, entrance gate with security cabin, fire safety, football, gated community, gym, indoor games, intercom, jacuzzi ...",Vansh Realty
313,Forest County,"2 BHK Flat for rent in Kharadi, Pune","₹45,000",+ Deposit 3 months rent,"1,300 sqft",2 BHK ,"['2 Baths', 'Ramwadi metro station within 1.5km']","At forest county live without compromising on the luxuries and conveniences of a modern life. Enjoy life in high end apartments that match the vascon and clover standards and are situated at a location that's tucked away from the madding crowd, yet is at a convenient distance from all the important destinations. Additional details : Piped gas facility is available in the property. The apartment...",Property Junction 
314,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune",₹1.25 Lac,+ Deposit 4 months rent,"2,845 sqft",3 BHK ,"['4 Baths', 'Full Power Backup']","3.5bhk fully furnished apartment for rent in panchshil towers in kharadi. Panchshil towers offering amenities :- 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, entrance gate with security cabin, fire safety, football, gated community, gym, indoor games, intercom, jacuzzi steam sa...",Vansh Realty
315,Pride Purple Park Connect,"2 BHK Flat for rent in Hinjewadi, Pune","₹26,500",+ Deposit 3 months rent,910 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Pune's most popular society pride purple park connect in hinjewadi offers 2 bhk apartment. Additionally, this property is in vicinity to important points of interest and is close to school, close to hospital, close to market and close to mall. This flat consists of 2 bathrooms & 1 balcony in 860 sq.Ft. Super built-Up area. Flat is constructed on 910 sq.Ft. You get an additional space of pooja r...",Naik Properties
316,Prayeja Pearl,"3 BHK Flat for rent in Wadegaon, Pune","₹25,000",+ Deposit 3 months rent,"1,500 sqft",3 BHK ,"['3 Baths', 'Gated Society']","This 3 bhk flat in sinhgad road is available in prayeja perl for rent, one of the most prominent projects for residential flats in pune. Property has 1400 sq.Ft. Super built-Up area with 3 bathrooms & 2 balconies attached. The flat consists of 3 bedrooms, built on 1500 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. The buildi...",A Square Real Estate
317,Forest County,"3 BHK Flat for rent in Kharadi, Pune","₹55,000",+ Deposit 3 months rent,"1,855 sqft",3 BHK ,"['2 Baths', 'Gated Society']","Forest county is the most preferred destination for renting flats in kharadi, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 1800 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. This property is constructed on 1855 sq.Ft. Extra space for study room. You also get 2 covered parking inside the premises located on 8th of ...",Property Junction 
318,Kolte Patil Downtown Beryl,"2 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹42,000","+ Deposit ₹140,000","1,115 sqft",2 BHK ,"['2 Baths', 'Gated Society']","A 2 bhk flat for rent in tulaja bhawani nagar close to all basic civic amenities is available for just 42,000 in kolte patil downtown beryl, pune. Property has 1100 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. The flat is built on 1115 sq.Ft. Area. This property has store room as well. Ease of access to 1 covered parking within society. This flat is situated at 5th in a tow...",Property Junction 
319,Mittal Sun Universe,"1 BHK Flat for rent in Sinhgad Road, Pune","₹16,000","+ Deposit ₹50,000",675 sqft,1 BHK ,"['1 Baths', 'Gated Society']","Find this 1 bhk apartment for rent in sinhgad road, pune. This 1 bhk apartment in mittal sun universe is situated in pune. This flat consists of 1 bathroom & 1 balcony build in 650 sq.Ft. Super built-Up area. Flat is constructed on 675 sq.Ft. You get an additional space of store room. 1 covered parking available. Placed on 3rd of 12 floor in 5-10 years old tower. This property is unfurnished. R...",A Square Real Estate
320,City Scape,"2 BHK Flat for rent in Sinhgad Road, Pune","₹30,000","+ Deposit ₹100,000","1,100 sqft",2 BHK ,"['2 Baths', 'Gated Society']","A 2 bhk flat for rent in sinhgad road close to all basic civic amenities is available for just 30,000 in city scape, pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1000 sq.Ft. Super built-Up area. This property is constructed on 1100 sq.Ft. Extra space for store room. You also get 1 covered parking inside the premises located on 11th of 15 floor. This is a ready to mo...",A Square Real Estate
321,Panchshil Eon Waterfront,"4 BHK Flat for rent in Kharadi, Pune",₹1.64 Lac,+ Deposit 3 months rent,"4,500 sqft",4 BHK ,"['5 Baths', 'Full Power Backup']","A 4 bhk flat for rent in kharadi close to all basic civic amenities is available for just 1.64 lac in panchshil eon waterfront, pune. This flat consists of 5 bathrooms & 2 balconies in 4300 sq.Ft. Super built-Up area. Flat is constructed on 4500 sq.Ft. You get an additional space of servant room. 2 covered parking available. Placed on 15th of 20 floor. This property is semi-Furnished. Equipped ...",Asset World
322,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹98,000",+ Deposit 3 months rent,"2,800 sqft",3 BHK ,"['3 Baths', 'Lavish World Hospital within 1.5km']","3bhk flat is available for rent in panchashil towers a wing. 3 bedrooms, 3 bathrooms, 3 balconies and maid room is available. Carpet area of this flat is 2800 sqft. Deposit is 3months of rent . Rent is 98000/-. Only family is allowed. The panchshil towers has 9 floors with amazing amenities like laminated wooden tiles for the bedroom, lapato finishes rak vitrified tiles, imported strip tiles fo...",Asset World
323,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune",₹1.01 Lac,+ Deposit 3 months rent,"2,900 sqft",3 BHK ,"['3 Baths', 'Dhole Patil Engineering School within 500m']","3bhk flat is available for rent in panchshil towers. The panchshil towers has 9 floors with amazing amenities like laminated wooden tiles for the bedroom, lapato finishes rak vitrified tiles, imported strip tiles for deck flooring, and much more. Rent of this flat is 101500 rs. Deposit is 3 months. One maid room is available. 2 covered car parking is alloted. Kindly please contact us for site v...",Asset World
324,Aditya Shagun Comfort Zone Plus,"2 BHK Flat for rent in Balewadi, Pune","₹39,000",+ Deposit 4 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","Aditya shagun comfort zone plus is the most preferred destination for renting flats in balewadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 2 balconies. The flat is built on 1050 sq.Ft. Area. This property has store room as well. Ease of access to 1 covered parking within society. This flat is situated at 1st...",VUProp 
325,Vilas Javdekar Yashwin Hinjewadi,"2 BHK Flat for rent in Hinjewadi Phase 2, Pune","₹27,000",+ Deposit ₹3,750 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in hinjewadi phase 2 pune, vilas javdekar yashwin hinjewadi is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony build in 750 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 750 sq.Ft. A separate space for pooja room is available i...",Naik Properties
326,Yash Orchid,"2 BHK Flat for rent in Baner, Pune","₹25,000",+ Deposit 3 months rent,"1,250 sqft",2 BHK ,"['2 Baths', 'Gated Society']","This 2 bhk flat in baner is available in yash orchid for rent, one of the most prominent projects for residential flats in pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms . This flat is constructed on 1250 sq.Ft. Area. An independent store room is available in this property. This flat lies on the 5th floor of a 9 storey building. Well maintained 5-10 years property. It is an ...",VUProp 
327,Pride Platinum,"3 BHK Flat for rent in Baner, Pune","₹60,000",+ Deposit 3 months rent,"1,620 sqft",3 BHK ,"['3 Baths', 'Private Garden']","A 3 bhk flat for rent in baner close to all basic civic amenities is available for just 60,000 in pride platinum, pune. This property is close to school. This 3 bhk flat comes with 3 bathrooms set in 1400 sq.Ft. Carpet usable area. Flat is constructed on 1620 sq.Ft. You get an additional space of pooja room. 3 covered parking available. Placed on 10th of 18 floor in 1-5 years old tower. It is a...",Naik Properties
