,name,location,rent,deposit,area,type,highlights,description,owner
163,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000",+ Deposit 3 months rent,889 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in hinjewadi pune, kolte patil life republic is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. Property has 889 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. The flat is built on 889 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within soc...",Green Home Properties 
164,Citrine,"2 BHK Flat for rent in Kharadi, Pune","₹46,000","+ Deposit ₹125,000","1,255 sqft",2 BHK ,"['2 Baths', 'Gated Society']",Explore this amicable citrine of kharadi in pune ! Live in a 2 bhk flat for rent in kharadi spread over 1050 sq.Ft. This flat consists of 2 bathrooms & 1 balcony in 1050 sq.Ft. Super built-Up area. The flat is built on 1255 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 7th in a tower with 12 floors. This is a 1-5 years old society. It is a furnished p...,Makaan Makers  
165,Clover Highlands,"3 BHK Flat for rent in Kondhwa, Pune","₹70,000",+ Deposit 4 months rent,"2,400 sqft",3 BHK ,"['4 Baths', 'East Facing']","Clover highlands is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kondhwa with 2400 sq.Ft., is your opportunity to be a part of this community. This 3 bhk flat comes with 4 bathrooms set in 2400 sq.Ft. Super built-Up usable area. The flat is built on 2400 sq.Ft. Area. This property has servant room as well. Ease of access to 1 covered parking ...",Khalsa Properties 
166,VTP Township Codename Blue Waters,"1 BHK Flat for rent in Mahalunge, Pune","₹17,100","+ Deposit ₹45,000",423 sqft,1 BHK ,"['1 Baths', 'East Facing']","1bhk flat available in vtp blue water,
Near it park baner",aarvi properties  
167,Duville Riverdale Heights,"2 BHK Flat for rent in Kharadi, Pune","₹40,008","+ Deposit ₹120,000","1,066 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Duville riverdale heights is the most preferred destination for renting flats in kharadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This property offers access to nearby landmarks and is close to market. This flat consists of 2 bathrooms build in 1066 sq.Ft. Super built-Up area. Flat is constructed on 1066 sq.Ft. 1 covered parking available. P...",www.Azuro 
168,ITrend Homes,"2 BHK Flat for rent in Hinjewadi, Pune","₹23,004","+ Deposit ₹69,000",480 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","This 2 bhk flat in hinjewadi is available in itrend homes for rent, one of the most prominent projects for residential flats in pune. Additionally, this property is in vicinity to important points of interest and is close to market. This flat consists of 2 bathrooms build in 480 sq.Ft. Super built-Up area. Flat is constructed on 480 sq.Ft. 1 covered parking available. Placed on 4th of 15 floor ...",www.Azuro 
169,Venkatesh Graffiti Glover,"1 BHK Flat for rent in Keshav Nagar, Pune","₹20,002","+ Deposit ₹60,000",533 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Situated in keshav nagar pune, venkatesh graffiti glover is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 533 sq.Ft. Big 1 bhk apartment now available for rent. Additionally, this property is in vicinity to important points of interest and is close to market. This flat consists of 1 bathroom in 533 sq.Ft. Super built-Up area. The flat...",www.Azuro 
170,Gera Shrishti,"1 BHK Flat for rent in Wagholi, Pune","₹15,005","+ Deposit ₹45,000",585 sqft,1 BHK ,"['1 Baths', ', Nearby']","Gera shrishti is the most preferred destination for renting flats in wagholi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. The flat is close to market. This 1 bhk flat comes with 1 bathroom set in 585 sq.Ft. Super built-Up usable area. This flat is constructed on 585 sq.Ft. Area. This flat lies on the 6th floor of a 23 storey building. Well maint...",www.Azuro 
171,Mantra Insignia,"2 BHK Flat for rent in Keshav Nagar, Pune","₹28,003","+ Deposit ₹84,000",975 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Mantra insignia is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in keshav nagar with 975 sq.Ft., is your opportunity to be a part of this community. This property offers access to nearby landmarks and is close to market. This 2 bhk flat comes with 2 bathrooms set in 975 sq.Ft. Super built-Up usable area. The flat is built on 975 sq.Ft. Area. Eas...",www.Azuro 
172,Vertical Oriana,"2 BHK Flat for rent in Keshav Nagar, Pune","₹28,004","+ Deposit ₹84,000","1,170 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Situated in keshav nagar pune, vertical oriana is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1170 sq.Ft. Big 2 bhk apartment now available for rent. Additionally, this property is in vicinity to important points of interest and is close to market. This flat consists of 2 bathrooms in 1170 sq.Ft. Super built-Up area. The flat is bui...",www.Azuro 
173,Majestique Towers,"2 BHK Flat for rent in Kharadi, Pune","₹31,000",+ Deposit 3 months rent,808 sqft,2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk flat for rent is available in kharadi in majestique towers, pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 808 sq.Ft. Carpet area. Flat is constructed on 808 sq.Ft. You get an additional space of pooja room. 1 covered parking available. 1 open parking available. Placed on 9th of 16 floor in 1-5 years old tower. It is a semi-Furnished property. Inclusi...",Rado Realty Pvt Ltd 
174,Kolte Patil Life Republic Aros,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,500","+ Deposit ₹48,000",450 sqft,1 BHK ,"['East Facing', 'Full Power Backup']",New contractions life republic kolte patil marunji,URBAN PROPERTIES  
175,Govind Life Ville,"2 BHK Flat for rent in Pimple Saudagar, Pune","₹27,000","+ Deposit ₹80,000",843 sqft,2 BHK ,"['Fitness Center/ Gym', 'Club/ Community Center']",The life ville society is the one of the famous society in pimple saudagar area. There are number of amenities in the society like gym clubhouse swimming pool garden and temple also centre of the society. The flat have very good ventilation and sunlight properly cross from the balcony to hall . The bank shopping complex movie theater hotels hospital school and daycare also near from the society.,Bardhaman Property one of the famous consultant agency in pimple Saudagar 
176,Rohan Mithila,"3 BHK Flat for rent in Mhada Colony, Pune","₹49,000",+ Deposit 3 months rent,"1,550 sqft",3 BHK ,"['East Facing', 'Private Garden']","Pune's most popular society rohan mithila in mhada colony offers 3 bhk apartment. Property has 1310 sq.Ft. Carpet area with 3 bathrooms & 1 balcony attached. Flat is constructed on 1550 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 5th of 6 floor in 1-5 years old tower. Unfurnished flat property is ready to be leased on any agreement type from sat, 24 feb 2024 for fami...",Kargil Properties
177,Paranjape Blue Ridge The Promenade,"3 BHK Flat for rent in Hinjewadi, Pune","₹45,000","+ Deposit ₹135,000","1,660 sqft",3 BHK ,"['East Facing', 'Full Power Backup']","This 3 bhk flat in hinjewadi is available in paranjape blue ridge the promenade for rent, one of the most prominent projects for residential flats in pune. This flat consists of 3 bathrooms & 2 balconies build in 1530 sq.Ft. Super built-Up area. The flat is built on 1660 sq.Ft. Area. This property has pooja room and study room as well. Ease of access to 2 covered parking within society. This fl...",Sankalp Consultants Real Estate 
178,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,000",+ Deposit 3 months rent,800 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, kolte patil life republic. Property has 750 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. The flat consists of 2 bedrooms, built on 800 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat. The building has a total ...",Green Home Properties 
179,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹26,500","+ Deposit ₹50,000",750 sqft,1 BHK ,"['North Facing', 'Ground Floor']","Pune's most popular society paranjape blue ridge in hinjewadi offers 1 bhk apartment. The flat is close to metro station, close to school, close to hospital and close to market. Property has attached 1 bathroom & 1 balcony with 1 room set in 750 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 750 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of ...",Lotlite Realtors Private Limited
180,Nyati Esteban ,"3 BHK Flat for rent in Undri, Pune","₹45,000",+ Deposit 3 months rent,"1,215 sqft",3 BHK ,"['East Facing', 'Close to School']","Available 3 bhk unfurnished, 3 bhk fully furnished and 3.5 bhk semi furnished flats for rent at nyati esteban is a place where expectations are exceeded in more ways than one. Offering everything one could ask for from location and open space, to connectivity, conveniences, and ample living areas, it is your answer to a wholesome living. With modern amenities and the scenic surroundings, nyati ...",Vision Realty 
181,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹30,000",+ Deposit 3 months rent,502 sqft,1 BHK ,"['1 Baths', 'East Facing']","1bhk fully furnished flat available for rent in paranjape blue ridge b9 loft.
Phase 1",Elite Properties 
182,swapnmandir gruh rachana society Erandawane,"3 Bedroom House for rent in Erandwane, Pune","₹75,000",+ Deposit ₹4,"3,000 sqft",3 BHK ,"['North Facing', 'Close to School']","Bungalow for rent near khs school erandawane , for commercial use only like ca, architect office and small it company . Nice and calm location.",S Enterprise  
183,Deshpande Windmill Village,"3 Bedroom House for rent in Bavdhan, Pune","₹55,000","+ Deposit ₹200,000","4,500 sqft",3 BHK ,"['4 Baths', 'East Facing']","3bh lavish bungalow available for rent 
Prime location 
Fully furnished 
Private garden 
More information please call dnyaneshwar",connex real estate 
184,Nanded Madhuvanti,"2 BHK Flat for rent in Nanded, Pune","₹18,500","+ Deposit ₹50,000",938 sqft,2 BHK ,"['East Facing', 'Private Garden']","Nanded madhuvanti is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in nanded, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 740 sq.Ft. Carpet area. This property is constructed on 938 sq.Ft. You also get 1 covered parking inside the premises located on 5th of 11 floor. This is a ready t...",Vastulaxmi Properties 
185,Shreyas Colonnade,"2 BHK Flat for rent in Kharadi, Pune","₹38,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","2 bhk fully furnished flat available on rent in kharadi.
It has 1 covered car parking.
For site visit kindly contact.",Gaurav Properties & Investment Consultants
186,9 Ramnagar,"3 BHK Flat for rent in Bavdhan, Pune","₹45,000","+ Deposit ₹100,000","2,000 sqft",3 BHK ,"['3 Baths', 'East Facing']","A spacious 3 bhk flat for rent is available in bavdhan in 9 ramnagar, pune. Property has attached 3 bathrooms & 3 balconies with 3 rooms set in 2000 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 2000 sq.Ft. A separate space for pooja room is available in this flat. Society provides 2 covered parking with this flat. The building has a total of 6 floors and this property i...",connex real estate 
187,Keystone Altura,"3 BHK Flat for rent in Wakad, Pune","₹36,000","+ Deposit ₹80,000","1,922 sqft",3 BHK ,['Fresh Construction'],"Find this 3 bhk apartment for rent in wakad, pune. This 3 bhk apartment in keystone altura is situated in pune. Property has 800 sq.Ft. Carpet area with 3 bathrooms & 2 balconies attached. Flat is constructed on 1922 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 18th of 23 floor in 0-1 year old tower. This property is semi-Furnished. Equipped with 2 ge...",propwest reality  
188,Shree Sentosa Pride,"2 BHK Flat for rent in Punawale, Pune","₹21,000","+ Deposit ₹50,000","1,105 sqft",2 BHK ,"['East Facing', 'Fresh Construction']","This lovely 2 bhk apartment for rent in punawale is available in one of pune's most popular projects, shree sentosa pride. This flat consists of 2 bathrooms & 3 balconies build in 1105 sq.Ft. Super built-Up area. The flat is built on 1105 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 12th in a tower with 18 floors. This is a 0-1 year old society. This...",Royal Tech Properties Pvt. Ltd. 
189,Vilas Javdekar Yashwin Orizzonte,"2 BHK Flat for rent in Kharadi, Pune","₹35,000",+ Deposit 2 months rent,"1,000 sqft",2 BHK ,"['East Facing', 'Gated Society']","This 2 bhk flat in kharadi is available in vilas javdekar yashwin orizzonte for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 1000 sq.Ft. Carpet area. Flat is constructed on 1000 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 6th of 22 floor. This is a semi-Furnished flat. Furnishing option...",NESTAWAY TECHNOLOGIES PRIVATE LIMITED 
190,Ameya Arcade,"1 BHK Flat for rent in Kothrud, Pune","₹14,500","+ Deposit ₹35,000",620 sqft,1 BHK ,"['East Facing', 'Top Floor']","This lovely 1 bhk apartment for rent in kothrud is available in one of pune's most popular projects, ameya arcade. This property is close to mall. Property has attached 1 bathroom with 1 room set in 570 sq.Ft. Super built-Up area. The flat consists of 1 bedroom, built on 620 sq.Ft. A separate space for store room is available in this flat. & the option for 1 open parking is also available. The ...",Sai Real Estate Consultant 
